word,gramatica,defini,de,en,eo,es,fr,capital,nota,vide,orijina,tasonomia,pronuncia,simbol,usa,an,da,gl,he,mt,ru
balansa,nom util,un plance longa,Waage,seesaw; scales,NA,balanza,balançoire à bascule,NA,NA,NA,NA,NA,NA,NA,NA,NA,balancevægt,balanza,he: נדנדה; מאזניים,NA,NA
balde,nom util,un contenador silindre e abrida,Eimer,bucket,NA,balde,seau,NA,NA,NA,NA,NA,NA,NA,NA,NA,spand,NA,he: דלי,NA,NA
bandera,nom,un peso de stofa,Fahne,flag,NA,bandera,drapeau,NA,NA,NA,NA,NA,NA,NA,NA,NA,flag,NA,he: דגל,NA,NA
bara,nom,un peso longa de lenio,Stange,bar,NA,barra,barre,NA,NA,NA,NA,NA,NA,/,NA,NA,stang,NA,he: מוט,NA,NA
bileta,nom,un paper o carta peti cual permete ce sua posesor entra a un loca,Karte,ticket; coupon,NA,boleto,billet,NA,NA,NA,NA,NA,NA,NA,NA,NA,billet,NA,he: כרטיס,NA,NA
bobin,nom veste,un cosa silindre sur cual on pote enrola un banda,Spule,spool,NA,carrete,bobine,NA,NA,NA,NA,NA,NA,NA,NA,NA,spole,NA,he: סליל,NA,NA
bol,nom util,un plato larga e ronda,Schale,basin,NA,cuenco,bol,NA,NA,NA,NA,NA,NA,NA,NA,NA,skål,NA,he: קערה,NA,NA
boteca,nom arciteta,un construida en cual on vende cosas a la popla,Laden,shop,NA,tienda,boutique,NA,NA,NA,NA,NA,NA,NA,NA,NA,forretning,NA,he: חנות,NA,NA
caje,nom arciteta,un strutur de baras o redes metal per restrinje animales,Käfig,cage,NA,jaula,cage,NA,NA,NA,NA,NA,NA,NA,NA,NA,bur,gaiola,he: כלוב,NA,NA
camisa,nom veste,un veste relativa formal per la corpo superior,Hemd,shirt,NA,camisa,chemise,NA,NA,NA,NA,NA,NA,NA,NA,NA,skjorte,camisa,he: חולצה,NA,NA
campo,nom,un area de tera,Feld,field (grass,NA,campo,champ,NA,NA,NA,NA,NA,NA,NA,NA,NA,mark,campo,he: שדה; מגרש; תחום,NA,NA
capeles,nom plural,NA,Haare,hairs,NA,NA,cheveux,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: שיער,NA,NA
capra,nom mamal,un mamal remasticante domada,Ziege,goat,NA,cabra,chèvre,NA,NA,NA,NA,Capra,NA,NA,NA,NA,ged,NA,he: עֵז,NA,NA
capris,nom siensa-umana,un cambia subita o nonpredisable de umor o condui,Laune,caprice,NA,capricho,caprice,NA,NA,NA,NA,NA,NA,NA,NA,NA,lune,NA,he: קפריזה,NA,NA
carga,verbo transitiva veculo,pone cosas sur o en (un contenador o veculo); pone alga cosa en (un aparato) afin lo pote funsiona; furni enerjia eletrical a un pila o aparato con pila; (en informatica) move (un program o datos) a memoria plu fasil per asede,Ladung,load,NA,NA,charger,NA,NA,NA,NA,NA,NA,NA,NA,NA,byrde,NA,he: להעמיס; (מחשבים) להעלות; להטעין,NA,NA
casca,nom biolojia,la covrente esterna de un fruta,Hülse,skin,NA,NA,cosse (de pois),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: קליפה,NA,NA
catran,nom cimica,un licuida oscur,Teer,tar,NA,chapopote,goudron,NA,NA,NA,NA,NA,NA,NA,NA,NA,tjære,NA,he: זפת,NA,NA
cauxo,nom cimica,un materia dur e elastica,Gummi,rubber,NA,hule,caoutchouc,NA,NA,NA,NA,NA,NA,NA,NA,NA,gummi,NA,he: גומי,NA,NA
cava,nom tera anatomia,un cambra grande,Höhle,cave,NA,cueva,grotte,NA,NA,NA,NA,NA,NA,NA,NA,NA,hule,NA,he: מערה,NA,NA
caxa,nom util,un contenador con funda e lados plana,Kasten,box,NA,caja,caisse,NA,NA,NA,NA,NA,NA,NA,NA,NA,æske,NA,he: קופסה,NA,NA
clo,nom util,un spina metal peti con un fini plata e larga,Nagel,nail,NA,clavo,clou,NA,NA,NA,NA,NA,NA,NA,NA,NA,søm,NA,he: מסמר,NA,NA
coda,nom anatomia biolojia,la parte la plu posterior de un animal,Schwanz,tail; coda; ending (grammar),NA,cola,queue; terminaison (grammaire),NA,NA,NA,NA,NA,NA,NA,NA,NA,hale,NA,he: זנב; (ספרות,NA,NA
colie,nom,NA,Satz,collection,NA,NA,ensemble,NA,NA,NA,NA,NA,NA,NA,NA,NA,sæt,NA,he: אוסף,NA,NA
color,nom color,la cualia de un cosa cual produi un sensa a la oio par la modo en cual lo refleta o emete lus; la pigmento de la pel,Farbe,color|ur,NA,color,couleur,NA,NA,NA,NA,NA,NA,NA,NA,NA,farve,NA,he: צבע,NA,NA
comeda,nom,NA,Essen,food,NA,alimento,nourriture,NA,NA,NA,NA,NA,NA,NA,NA,NA,mad,NA,he: מצרך (מזון),NA,NA
conca,nom biolojia,la caxa esterna,Schale,shell,NA,concha,coquillage,NA,NA,NA,NA,NA,NA,NA,NA,NA,skal,NA,he: קונכייה,NA,NA
cono,nom,NA,Kegel,cone,NA,cono,cône,NA,NA,NA,NA,NA,NA,NA,NA,NA,kegle,NA,he: חרוט,NA,NA
contrata,nom,NA,Vertrag,contract,NA,contrato (documento de común acuerdo),contrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,kontrakt,NA,he: חוזה,NA,NA
corda,nom util,un peso longa de un materia fabricada par torse colies de fibres; (en matematica) un linia reta cual lia du finis de un arco,Seil,cord,NA,cuerda,corde,NA,NA,NA,NA,NA,NA,NA,NA,NA,kabel,NA,he: חבל,NA,NA
cotel,nom util,un strumento composada de un lamina fisada a un manico,Messer,knife,NA,cuchillo,couteau,NA,NA,NA,NA,NA,NA,NA,NA,NA,kniv,NA,he: סכין,NA,NA
crema,nom,un licuida densa,Sahne,cream,NA,crema,crème,NA,NA,NA,NA,NA,NA,NA,NA,NA,fløde,NA,he: קרם,NA,NA
cuerco,nom planta,un arbor cual produi un noza oval e lisa en un funda tasin,Eiche,oak,NA,roble,chêne,NA,NA,NA,NA,Quercus,NA,NA,NA,NA,eg,NA,he: אלון (עץ),NA,NA
culier,nom util,un util composada de un bol peti,Löffel,spoon,NA,cuchara,cuillère,NA,NA,NA,NA,NA,NA,NA,NA,NA,ske,NA,he: כף,NA,NA
cuneo,nom util,un peso de lenio,Keil,wedge,NA,cuña,coin (pour fendre le bois),NA,NA,NA,NA,NA,NA,NA,NA,NA,kile,NA,he: טריז,NA,NA
cuoro,nom util,un materia fabricada de la pel de un animal par tana o simil,Leder,leather,NA,cuero,cuir,NA,NA,NA,NA,NA,NA,NA,NA,NA,læder,NA,he: עור (מעובד),NA,NA
custa,nom,NA,Preis,cost,prezo,precio,prix,NA,NA,NA,NA,NA,NA,NA,NA,NA,pris,NA,עלות,NA,NA
cuxin,nom arciteta,un saco,Kissen,cushion,NA,cojín,coussin,NA,NA,NA,NA,NA,NA,NA,NA,NA,pude,NA,he: כר,NA,NA
debe,nom,NA,Pflicht,duty,NA,deber,devoir,NA,NA,NA,NA,NA,NA,NA,NA,NA,pligt,NA,חובה,NA,ru: обязанность
defeto,nom informatica,un nonperfeta; un problem peti,Fehler,defect,NA,defecto,défaut,NA,NA,NA,NA,NA,NA,NA,NA,NA,defekt,NA,פגם,NA,ru: дефект
densia,nom,NA,Dichte,density,NA,densidad,densité; résolution (d'une image),NA,NA,NA,NA,NA,NA,NA,NA,NA,tæthed,NA,he: דחיסות; סמיכות,NA,NA
dente,nom anatomia util,cada de un colie de strutures dur,Zahn,tooth; tine,NA,diente,dent,NA,NA,NA,NA,NA,NA,NA,NA,NA,tand,NA,he: שן,NA,NA
deserto,nom tera,un zona multe seca,Wüste,desert,NA,desierto,désert,NA,NA,NA,NA,NA,NA,NA,NA,NA,ørken,NA,he: מדבר,NA,NA
destina,nom,NA,Bestimmung,destination; destiny,NA,destino,destination,NA,NA,NA,NA,NA,NA,NA,NA,NA,betemmelsessted,NA,he: יעד; ייעוד,NA,NA
direto,nom governa filosofia,la autoria moral o legal per posese o oteni alga cosa o per ata en un modo spesifada,Recht,right,NA,derecho,droit (de l'homme,NA,NA,NA,NA,NA,NA,NA,NA,NA,ret,NA,he: זכות,NA,NA
dirije,nom,NA,Richten,direction,NA,dirección,direction,NA,NA,NA,NA,NA,NA,NA,NA,NA,retning,NA,he: כיוון,NA,NA
dito,nom anatomia,cada de la cuatro partes (o sinco,Finger,finger; digit,NA,dedo,doigt,NA,NA,NA,NA,NA,NA,NA,NA,NA,finger,NA,he: אצבע,NA,NA
eda,nom tera istoria siensa-umana,la cuantia de tempo tra cual un person o organisme ia vive o un cosa ia esiste; un periodo spesifada de istoria; (en jeolojia) un divide major de tempo,Alter,age (measure of years); age,NA,edad,âge,NA,NA,NA,NA,NA,NA,NA,NA,NA,alder,NA,he: גיל; עידן,NA,NA
eleje,nom,NA,Auswahl,choice,NA,selección,choix,NA,NA,NA,NA,NA,NA,NA,NA,NA,valg,NA,he: בחירה,NA,NA
enemi,nom governa,un person o persones ci oposa o ataca un person o cosa,Feind,enemy,NA,enemigo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fjende,NA,NA,NA,NA
estate,nom tera,la saison la plu calda de la anio,Sommer,summer,NA,verano,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sommer,NA,NA,NA,NA
fabriceria,nom,NA,Fabrik,factory,NA,fábrica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fabrik,NA,NA,NA,NA
falda,nom veste,un veste esterna basa,Rock,skirt,NA,falda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,skørt,NA,NA,NA,NA
fava,nom planta cosini,un seme comable,Bohne,bean (plant,NA,haba,NA,NA,NA,NA,NA,Phaseolus {e otras :: and others},NA,NA,NA,NA,bønne,NA,NA,NA,NA
feri,nom,NA,Wunde,wound,NA,herida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sår,NA,NA,NA,NA
fero,nom cimica,la elemento cimical con numero atomal 26; un metal dur,Eisen,iron,NA,hierro,NA,NA,NA,NA,NA,NA,NA,Fe,NA,NA,jern,NA,NA,NA,NA
filo,nom util,un estende longa e multe magra de lana,Draht,thread,NA,alambre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ståltråd,NA,NA,NA,NA
folia,nom biolojia,un parte plata de un planta,Blatt,leaf,NA,hoja; hoja,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blad; ark (papir),NA,NA,NA,NA
forador,nom,NA,Bohrer,drill (tool),NA,taladro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
force,nom cosini,un util con du o plu dentes agu,Gabel,fork,NA,tenedor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gaffel,NA,NA,NA,NA
fortia,nom,NA,Kraft,strength,NA,fuerza,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,styrke,NA,NA,NA,NA
fungo,nom biolojia,cada de un rena de organismes primitiva cual nuri se con materia organica e reprodui par sporas,Pilz,fungus,NA,seta,NA,NA,NA,NA,NA,Fungi,NA,NA,NA,NA,svamp,NA,NA,NA,NA
futur,ajetivo filosofia,a un tempo plu tarda ca la momento de parla o scrive,Zukunft,future,NA,futuro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fremtid,NA,NA,NA,NA
garga,nom anatomia,la pasaje a dorso de la boca,Kehle,throat,NA,garganta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,strube,NA,NA,NA,NA
gera,nom,NA,Krieg,war,NA,guerra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,krig,NA,NA,NA,NA
grandia,nom,NA,Grösse,size,NA,tamaño,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,størrelse,NA,NA,NA,NA
ier,averbo,a la dia ante oji,Gestern,yesterday,hieraŭ,ayer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,i går,NA,NA,NA,NA
imaje,nom arte informatica,un representa vidal,Bild,image,figuro,cuadro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,billede,NA,NA,NA,NA
indente,nom,NA,Kerbe,dent,entranĉo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hak,NA,NA,NA,NA
jacon,nom,un veste con mangas portada estra casa,Mantel,overcoat,NA,abrigo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,frakke,NA,NA,NA,NA
jerme,verbo nontransitiva biolojia,(un planta) comensa crese,Spross,sprout,NA,brote,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
jua,nom,NA,Spiel,game,NA,juego,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spil (i sport o. lign.),NA,NA,NA,NA
labora,nom,NA,Arbeit,work,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lado,nom,un loca a sinistra o destra de alga cosa; la parte sinistra o destra de alga cosa; cada de la du duis de un cosa,Seite,side,NA,lado,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,side,NA,NA,NA,NA
lama,nom util,la borda agu de un cotel,Klinge,blade,NA,lámina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blad,NA,NA,NA,NA
lampo,nom tera,un descarga natural de eletrica entre du nubes o entre un nube e la tera,Blitz,lightning,NA,relámpago,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lyn,NA,NA,NA,NA
lana,nom veste,la capeles risa e suave de la pelo de un capra,Wolle,wool,NA,lana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,uld,NA,NA,NA,NA
largia,nom,NA,Breite,width,NA,anchura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,vidde,NA,NA,NA,NA
larma,nom,NA,Träne,tear,NA,lágrima,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tåre,NA,NA,NA,NA
legum,nom planta cosini,cualce planta en familia de piso; la seme o otra parte comable de un de esta plantas,Gemüse,legume,NA,vegetal,NA,NA,NA,NA,NA,Fabaceae,NA,NA,NA,NA,grøntsag,NA,NA,NA,NA
lenio,nom arciteta biolojia,la materia dur e fibrosa de la tronco e ramos de un arbor o arboreta; esta preparada per usa en construi,Holz,wood,NA,madera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,træ,NA,NA,NA,NA
lete,nom biolojia cosini,un licuida blanca,Milch,milk,NA,leche,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mælk,NA,NA,NA,NA
letera,nom linguistica,un sinia cual representa un o plu de la sonas usada per parla; un de la simboles de un alfabeta; un comunica scriveda,Brief,letter (alphabet,NA,carta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,brev,NA,NA,NA,NA
libro,nom,un obra scriveda o primida,Buch,book,NA,libro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bog,NA,NA,NA,NA
macia,verbo transitiva veste,aplica polvos o cremas colorida a (la fas) per boni o cambia la aspeta,Fleck,make up,NA,maquillar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
manico,nom util,la parte de un cosa par cual on porta o controla lo,Griff,handle (for holding),NA,manija,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,håndtag,NA,NA,NA,NA
marca,nom,un cualia o manxa distinguinte; un nom comersial de un organiza o corpora,Spur,mark,NA,marca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
matina,nom,la periodo entre medianote e mediadia,Morgen,morning,NA,mañana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,morgen,NA,NA,NA,NA
max,nom sporte,un concurso de sporte,Partie,match,NA,juego,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kamp,NA,NA,NA,NA
miel,nom cosini,un licuida viscosa,Honig,honey,NA,miel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,honning,NA,NA,NA,NA
minoria,nom,NA,Minderheit,minority,NA,minoría,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,minoritet,NA,NA,NA,NA
monte,nom tera,un area de tera natural levada a un altia grande,Berg,mount,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bjerg,NA,NA,NA,NA
mundo,nom,la Tera,Welt,world,NA,mundo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,verden,NA,NA,NA,NA
neva,verbo nontransitiva tera,vapor de acua en la atmosfera,Schnee,snow,NA,nieve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sne,NA,NA,NA,NA
oculo,nom util,du lentes con un montur,Brille,spectacles,NA,lentes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,briller,NA,NA,NA,NA
onca,nom util,un peso de metal o otra materia,Haken,hook,hoko,gancho,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,krog,NA,NA,NA,NA
onda,nom,NA,Welle,wave (including of emotion),NA,onda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bølge,NA,NA,NA,NA
opina,nom,NA,Meinung,opinion,NA,opinión,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mening,NA,NA,NA,NA
orgulo,nom siensa-umana,un senti de plaser o sasia grande,Stolz,pride,NA,orgullo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,stolthed,NA,NA,NA,NA
padela,nom util cosini,un casola basa con manico longa,Pfanne,pan,NA,cacerola,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pande (køkkenredskab),NA,NA,NA,NA
parola,nom linguistica,un elemento de parla o scrive,Wort,word,NA,palabra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ord,NA,NA,NA,NA
parte,nom,alga ma no tota de un cosa; un peso de un ojeto,Teil,part,NA,parte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,del,NA,NA,NA,NA
parti,nom,NA,Abreise,departure,NA,salida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,afgang,NA,NA,NA,NA
pasta,nom cosini util,un materia densa,Brei,paste; dough,NA,espagueti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pasta (tykt flydende materiale); pasta,NA,NA,NA,NA
peperon,nom planta cosini,un planta tropical de America con frutas comable; la frutas diversa de esta,Paprika,(hot,NA,pimiento,NA,NA,NA,NA,NA,Capsicum annuum,NA,NA,NA,NA,peberfrugt,NA,NA,NA,NA
peril,nom,la posible de sufri dana o feri; un person o cosa cual pote causa dana o feri; la posible de un aveni nondesirada o nonplasente,Gefahr,danger,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fare,NA,NA,NA,NA
peten,nom util,un banda de plastica,Kamm,comb,NA,peine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kam,NA,NA,NA,NA
peto,nom anatomia,la surfas de la fronte de la corpo de un person o animal entre la colo e la adomen,Brust,chest (anatomy),NA,pecho,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bryst,NA,NA,NA,NA
pex,nom cosini,un vertebrato con brancias e pinas,Fisch,fish,NA,pez,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fisk,NA,NA,NA,NA
pino,nom planta,un arbor conifer e perene con grupos de folias formida como agos longa,Kiefer,pine (tree),NA,pino,NA,NA,NA,NA,NA,Pinus,NA,NA,NA,NA,fyrretræ,NA,NA,NA,NA
plaia,nom tera,la tera longo la borda de un mar o lago; un costa con calculos o arena,Strand,beach,plaĝo,playa,plage,NA,NA,NA,NA,NA,NA,NA,NA,NA,strand,NA,NA,NA,ru: пляж
plia,nom,NA,Runzel,fold,NA,arruga,ride,NA,NA,NA,NA,NA,NA,NA,NA,NA,rynke,NA,NA,NA,NA
pluma,nom anatomia,un de la formas cresente de la pel de un avia,Feder,feather,plumo,pluma,plume,NA,NA,NA,NA,NA,NA,NA,NA,NA,fjer,NA,NA,NA,NA
pluve,nom,acua condensada de la atmosfera cual cade vidable en gotas individua,Regen,rain,pluvo,lluvia,pluie,NA,NA,NA,NA,NA,NA,NA,NA,NA,regn,NA,NA,NA,ru: дождь
polvo,nom,particulas peti e seca produida par crase,Staub,dust,polvo,polvo,poussière,NA,NA,NA,NA,NA,NA,NA,NA,NA,pulver,NA,NA,NA,ru: пудра
ponte,nom arciteta,un strutur cual suporta un rua,Brücke,bridge,ponto,puente,pont,NA,NA,NA,NA,NA,NA,NA,NA,NA,bro,NA,NA,NA,ru: мост
porto,nom arciteta informatica,un loca costal do barcos pote trova proteje; un vila o site sirca esta loca; un abri en un computador per ajunta otra aparatos,Hafen,port,haveno,puerto,port,NA,NA,NA,NA,NA,NA,NA,NA,NA,havn,NA,NA,NA,NA
posto,nom governa,la rol ofisial con cual un person en un organiza es encargada,Lage,position,posteno,posición,position,NA,NA,NA,NA,NA,NA,NA,NA,NA,poste (emploi),NA,NA,NA,NA
potia,nom governa,la capasia per ata en un modo spesifada,Macht,power,potenco,energía,puissance,NA,NA,NA,NA,NA,NA,NA,NA,NA,kraft,NA,NA,NA,NA
prado,nom tera,un area de tera erbosa sin arbores,Wiese,meadow,herbkampo,prado,pré,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ru: луг
presente,nom,NA,Gegenwart,present (time); attendee,prezenco,presente,présent,NA,NA,NA,NA,NA,NA,NA,NA,NA,nutid,NA,NA,NA,NA
presipe,nom,NA,Klippe,precipice,klifo,acantilado,falaise,NA,NA,NA,NA,NA,NA,NA,NA,NA,klint,NA,NA,NA,NA
pruna,nom,un fruta oval e pulposa cual es purpur,Pflaume,plum (fruit),pruno,ciruela,prune,NA,NA,NA,NA,NA,NA,NA,NA,NA,blomme,NA,NA,NA,NA
pulmon,nom anatomia,cada de un duple de organos situada en la caxa toraxal,Lunge,lung,pulmo,pulmón,poumon,NA,NA,NA,NA,NA,NA,NA,NA,NA,lunge,NA,NA,NA,NA
punio,nom anatomia,la mano de un person cuando la ditos es curvida e tensada a la palma e forte tenida ala,Faust,fist,pugno,puño,poing,NA,NA,NA,NA,NA,NA,NA,NA,NA,næve,NA,NA,NA,NA
puntos,nom plural,NA,Punktzahl,points,poentaro,cuenta,points,NA,NA,NA,NA,NA,NA,NA,NA,NA,pointtal,NA,NA,NA,NA
ramo,nom biolojia,la parte de un arbor cual crese de la tronco o de un ramo plu grande; un estende ladal de alga cosa; un ofisia de un compania grande cual funsiona local; un sudivide consetal de alga cosa,Zweig,branch; denomination; chapter (society,ramo,rama,branche,NA,NA,NA,NA,NA,NA,NA,NA,NA,gren,NA,NA,NA,NA
rana,nom amfibio,un amfibio sin coda con corpo corta e truncin,Frosch,frog,rano,rana,grenouille,NA,NA,NA,NA,Anura,NA,NA,NA,NA,frø,NA,NA,NA,NA
rasto,nom util,un util composada de un palo con un bara con dentes como un peten,Rechen,rake (tool),rastilo,rastrillo,râteau,NA,NA,NA,NA,NA,NA,NA,NA,NA,rive,NA,NA,NA,NA
re,nom governa sporte,la renor mas de un stato autonom,König,king,reĝo,rey,roi (y compris échecs,NA,NA,NA,NA,NA,NA,NA,NA,NA,konge,NA,NA,NA,NA
rejion,nom,un parte de un nasion,Gegend,region,regiono,región,région,NA,NA,NA,NA,NA,NA,NA,NA,NA,region,NA,NA,NA,NA
rio,nom tera,un corente grande e natural de acua,Fluss,river,rivero,río,fleuve,NA,NA,NA,NA,NA,NA,NA,NA,NA,flod,NA,NA,NA,ru: река
rieta,nom,NA,Strom,stream,rivereto,arroyo,ruisseau,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ru: ручей
ritmo,nom musica,un motif de move o sona forte,Rhythmus,rhythm,ritmo,ritmo,rhythme,NA,NA,NA,NA,NA,NA,NA,NA,NA,rytme,NA,NA,NA,NA
roba,nom veste,un veste de un peso,Kleid,dress,robo,vestido,robe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ru: платье
rosta,nom,NA,Braten,roast,rostaĵo,asado,rôti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ru: жаркое
sabe,nom,NA,Wissen,knowledge,scio,saber,savoir,NA,NA,NA,NA,NA,NA,NA,NA,NA,viden,NA,NA,NA,NA
salmon,nom pex cosini,un pex grande e comable,Lachs,salmon (fish),salmo,salmón,saumon,NA,NA,NA,NA,Salmo,NA,NA,NA,NA,NA,NA,NA,NA,ru: лосось
salsix,nom cosini,un tubo corta de carne axida a picos,Wurst,sausage,kolbaso,salchicha,saucisse,NA,NA,NA,NA,NA,NA,NA,NA,NA,sovs,NA,NA,NA,ru: сосиска
sangue,nom biolojia,la licuida roja cual sirculi en la arterias e venas de umanas o otra vertebratos,Blut,blood,sango,sangre,sang,NA,NA,NA,NA,NA,NA,NA,NA,NA,blod,NA,NA,NA,ru: кровь
sapato,nom veste,un covrente per la pede,Schuh,shoe,ŝuo,zapato,chaussure,NA,NA,NA,NA,NA,NA,NA,NA,NA,sko,NA,NA,NA,ru: обувь
scema,nom util,un intende o proposa per fa o ateni alga cosa; un desinia detaliada cual descrive la forma de alga cosa,Karte,scheme,skemo,diagrama,schèma; diagramme,NA,NA,NA,NA,NA,NA,NA,NA,NA,kort,NA,NA,NA,NA
scopa,nom util,un brosa grande con manico longa,Besen,broom,balailo,escoba,balai,NA,NA,NA,NA,NA,NA,NA,NA,NA,kost,NA,NA,NA,NA
selaco,nom pex,un pex con un corpo longa,Hai,shark,ŝarko,tiburón,requin,NA,NA,NA,NA,Selachimorpha,NA,NA,NA,NA,NA,NA,NA,NA,ru: акула
senior,nom,(en parla cortes o formal) un om; un om de state alta; usada como titulo ante la nom de un om sin otra titulo; un nom per Dio o Cristo,Gebieter,gentleman,sinjoro,señor,maître,NA,NA,NA,NA,NA,NA,NA,NA,NA,mester,NA,NA,NA,NA
serca,nom arciteta,un parador,Zaun,fence,barilo,cerca,clôture,NA,NA,NA,NA,NA,NA,NA,NA,NA,hegn,NA,NA,NA,NA
serebro,nom anatomia,un organo de texeda mol de nervos,Gehirn,brain,cerbo,cerebro,cerveau,NA,NA,NA,NA,NA,NA,NA,NA,NA,hjerne,NA,NA,NA,ru: мозг
serpente,nom retil musica,un retil longa cual ave no membros,Schlange,snake,serpento,serpiente,serpent,NA,NA,NA,NA,Serpentes,NA,NA,NA,NA,slange,NA,NA,NA,NA
servor,nom,NA,Kellner,server,NA,camarero,serveur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ru: официант
servo,nom mamal,un mamal con cornos raminte cual es perdeda a cada anio,Hirsch,deer,cervo,ciervo,cerf,NA,NA,NA,NA,Cervidae,NA,NA,NA,NA,hjort,NA,NA,NA,NA
sesto,nom util,un contenador per reteni o porta cosas,Korb,basket,korbo,cesto,panier,NA,NA,NA,NA,NA,NA,NA,NA,NA,kurv,NA,NA,NA,ru: корзина
sfera,nom,NA,Kugel,sphere,sfero,esfera,sphère,NA,NA,NA,NA,NA,NA,NA,NA,NA,kugle,NA,NA,NA,NA
sicle,nom,NA,Zyklus,cycle,ciklo,ciclo,cycle,NA,NA,NA,NA,NA,NA,NA,NA,NA,cyklus,NA,NA,NA,NA
motosicle,nom veculo,un veculo motorida con du rotas,Motorrad,motorcycle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,motorcykel,NA,NA,NA,NA
simia,nom mamal,un primate peti,Affe,monkey,simio,mono,singe,NA,NA,NA,NA,Simiiformes,NA,NA,NA,NA,abe,NA,NA,NA,NA
sintur,nom veste,un banda de cuoro o otra materia portada sirca la taie o sur la peto,Gürtel,belt,zono,cinturón,ceinture,NA,NA,NA,NA,NA,NA,NA,NA,NA,bælte,NA,NA,NA,ru: ремень
sira,nom cimica biolojia,un materia jala,Wachs,wax,vakso,cera,cire,NA,NA,NA,NA,NA,NA,NA,NA,NA,voks,NA,NA,NA,NA
